year;site;pollutant;type;reference_year;parameter;value
2011;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2012;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2013;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2014;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2015;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2016;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2017;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.1262965806420808
2018;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.0864309850844873
2019;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.0528635007623783
2020;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.014672091342125
2021;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1
2022;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;0.9738291418443255
2023;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;0.9209261884437874
2024;Zch_Schimmelstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;0.8783072020002779
1995;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
1996;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
1997;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
1998;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
1999;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2000;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2001;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2002;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2003;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2004;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2005;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2006;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2007;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2008;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2009;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2010;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2011;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2012;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2013;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2014;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2015;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2016;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2017;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;1.0631947660350927
2018;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;1.210678525604579
2019;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;1.0374014859935883
2020;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;0.982276691311659
2021;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;1
2022;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;1.001791254781951
2023;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;0.8864746854599813
2024;Zch_Stampfenbachstrasse;Feinstaub PM2.5;gemessen;2021;relative Immission;0.7598125227299454
1995;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
1996;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
1997;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
1998;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
1999;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2000;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2001;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2002;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2003;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2004;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2005;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2006;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2007;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2008;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2009;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2010;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2011;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2012;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2013;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2014;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2015;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2016;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2017;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.0895831724675373
2018;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.0644397622687805
2019;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.029820122417022
2020;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1.0108738345284147
2021;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;1
2022;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;0.964889517937042
2023;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;0.9062686579638418
2024;Zch_Stampfenbachstrasse;Feinstaub PM2.5;Trend;2021;relative Immission;0.8638100691511297
2000;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2001;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2002;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2003;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2004;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2005;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2006;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2007;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2008;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2009;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2010;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2011;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2012;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2013;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2014;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2015;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;NA
2016;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;1.1489366462021118
2017;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;1.1619292592479291
2018;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;1.2683471504175716
2019;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;1.0616156587834578
2020;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;0.9264897852538755
2021;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;1
2022;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;0.9944053260264718
2023;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;0.814188259047386
2024;Zürich-Kaserne;Feinstaub PM2.5;gemessen;2021;relative Immission;0.7601005301327112
2000;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2001;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2002;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2003;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2004;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2005;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2006;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2007;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2008;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2009;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2010;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2011;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2012;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2013;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2014;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2015;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;NA
2016;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;1.1599639723247455
2017;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;1.127093619832801
2018;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;1.1148042545011947
2019;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;1.0607830835943268
2020;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;1.0114716736614133
2021;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;1
2022;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;0.9726494361996499
2023;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;0.9185619273974112
2024;Zürich-Kaserne;Feinstaub PM2.5;Trend;2021;relative Immission;0.8982209992999648
1995;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
1996;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
1997;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
1998;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
1999;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2000;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2001;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2002;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2003;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2004;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2005;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2006;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2007;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2008;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2009;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;1.326007115011455
2010;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;1.3527604536240323
2011;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;1.3046533113979302
2012;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;1.101005672077907
2013;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;1.2343685527579755
2014;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2015;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;0.9016683715471115
2017;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;0.9971016650891005
2018;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;1.0927872950666282
2019;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;0.9078601730936849
2020;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;0.8467352271354609
2021;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;0.8791333989156788
2022;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
2023;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;0.8842092946578882
2024;Bachtel/Wald;Feinstaub PM10;gemessen;2015;relative Immission;NA
1995;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
1996;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
1997;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
1998;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
1999;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2000;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2001;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2002;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2003;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2004;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2005;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2006;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2007;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2008;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2009;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;1.2605845376208178
2010;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;1.1907690432062694
2011;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;1.1558057593263706
2012;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;1.1097609315615078
2013;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;1.1310417573866174
2014;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2015;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;0.9755808969876608
2017;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;0.9721559622589991
2018;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;0.9702285312867519
2019;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;0.9547451558923863
2020;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;0.9375955637845289
2021;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;0.9270276041649909
2022;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2023;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;0.9481357888589363
2024;Bachtel/Wald;Feinstaub PM10;Trend;2015;relative Immission;NA
2000;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;NA
2001;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.1972866196069931
2002;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.4475001444800897
2003;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.6839204605635585
2004;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.3806132406567255
2005;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.332300422865556
2006;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.4907734618705155
2007;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.2735521354113541
2008;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.1562034548287137
2009;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.1692184757267454
2010;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.145674616082587
2011;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.154328029745331
2012;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.0219650408313503
2013;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1.1070716960018632
2014;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.8618239715122151
2015;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.8606036966919334
2017;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.8612247693071511
2018;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.9275992535652531
2019;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.7949016452380545
2020;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.7450004712720639
2021;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.7994029989458932
2022;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.8604886065980722
2023;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.7139408673023916
2024;Dübendorf-EMPA;Feinstaub PM10;gemessen;2015;relative Immission;0.6921851964218506
2000;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;NA
2001;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.4723448629741482
2002;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.4600097228052367
2003;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.451305583297903
2004;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.412042097078059
2005;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.3863625023166921
2006;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.370805804277544
2007;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.3348400519638073
2008;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.282933882069719
2009;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.2372761881404541
2010;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.204984047980739
2011;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.1614551610171466
2012;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.1166647756198065
2013;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.084942318238796
2014;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1.0220810149010817
2015;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.9746544804918477
2017;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.9462756475927948
2018;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.9354361126047144
2019;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.9171685180046538
2020;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.9027164194470074
2021;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.8994914835400374
2022;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.8983930171631305
2023;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.8855482576173702
2024;Dübendorf-EMPA;Feinstaub PM10;Trend;2015;relative Immission;0.8915135313672033
2001;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;NA
2002;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;NA
2003;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;NA
2004;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.5299243336264827
2006;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.6391797783256654
2007;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;NA
2008;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.315899240647235
2009;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.3112101997900598
2010;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.2680696961808378
2011;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.2855943690713438
2012;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.0810336709287287
2013;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1.199977117688524
2014;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.949415068647802
2015;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.9393274702704476
2017;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.9977301762594862
2018;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.9630641406642328
2019;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.8746863746833061
2020;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.8096006126875411
2021;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.8272354353966198
2022;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.8372153240779254
2023;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.778978846461114
2024;Opf_Balsberg;Feinstaub PM10;gemessen;2015;relative Immission;0.7288106209837228
2001;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;NA
2002;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;NA
2003;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;NA
2004;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.4627775478750629
2006;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.3832109879082177
2007;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;NA
2008;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.329665549763928
2009;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.2965783328670994
2010;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.2535870718449504
2011;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.2208893341903801
2012;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.1360896150424822
2013;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.0981874438270907
2014;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1.0278787526148978
2015;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.9866573019715466
2017;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.9686579746680418
2018;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.9534381332776094
2019;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.922746795392262
2020;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.8959506536148866
2021;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.8808876045192117
2022;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.8745960751494906
2023;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.8558972153276015
2024;Opf_Balsberg;Feinstaub PM10;Trend;2015;relative Immission;0.8615494021890694
2013;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
2014;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9685215348778952
2015;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;1
2016;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8807182222560256
2017;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8681145227060331
2018;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.9014917009362541
2019;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.8080751231769472
2020;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.7563335512430296
2021;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.7659501090548183
2022;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.7584101118892054
2023;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.6899543892546919
2024;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;2015;relative Immission;0.6540257667874355
2013;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;NA
2014;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;1.0541005839031394
2015;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;1
2016;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9724050902084033
2017;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9444502540645281
2018;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9374750145585241
2019;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.9076499676438652
2020;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8701173495848915
2021;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8506745719538875
2022;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8315737598642056
2023;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8208842152476283
2024;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;2015;relative Immission;0.8123689442104763
1995;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
1996;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;2015;relative Immission;NA
