year;site;site_long;siteclass;x;y;masl;pollutant;metric;parameter;concentration;unit;source
2015;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;77.92590562207582;µg/m3;Ostluft
2016;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;68.21823063097199;µg/m3;Ostluft
2017;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;74.1714859038587;µg/m3;Ostluft
2018;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;85.97560254463798;µg/m3;Ostluft
2019;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;78.44187985557744;µg/m3;Ostluft
2020;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;77.68321920899456;µg/m3;Ostluft
2021;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;70.49350757410326;µg/m3;Ostluft
2022;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;82.14632279883152;µg/m3;Ostluft
2023;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;81.37655095425951;µg/m3;Ostluft
2024;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;76.75189007599727;µg/m3;Ostluft
2002;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;38.91830495;µg/m3;Ostluft
2003;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2004;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;38.52210602;µg/m3;Ostluft
2005;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2006;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;43.28948218;µg/m3;Ostluft
2007;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2008;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;44.56269164;µg/m3;Ostluft
2009;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;42.10364587;µg/m3;Ostluft
2010;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;45.69803521;µg/m3;Ostluft
2011;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;41.59400411;µg/m3;Ostluft
2012;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;42.39512685;µg/m3;Ostluft
2013;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;48.29234604;µg/m3;Ostluft
2014;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;41.13137565;µg/m3;Ostluft
2015;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;39.8914109;µg/m3;Ostluft
2016;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;40.25116121;µg/m3;Ostluft
2017;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;38.06625064;µg/m3;Ostluft
2018;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;33.53188022;µg/m3;Ostluft
2019;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;33.42757249;µg/m3;Ostluft
2020;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;26.86502915;µg/m3;Ostluft
2021;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;26.95319057;µg/m3;Ostluft
2022;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;26.32482702;µg/m3;Ostluft
2023;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;24.91120827;µg/m3;Ostluft
2024;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;NO2;Jahresmittel;NO2;24.88606143;µg/m3;Ostluft
2002;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;126.5123722;µg/m3;Ostluft
2003;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2004;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;135.2754289;µg/m3;Ostluft
2005;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2006;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;155.8805994;µg/m3;Ostluft
2007;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2008;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;130.8607778;µg/m3;Ostluft
2009;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;117.98557219999999;µg/m3;Ostluft
2010;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;144.5275005;µg/m3;Ostluft
2011;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;135.0573659;µg/m3;Ostluft
2012;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;124.491268;µg/m3;Ostluft
2013;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;139.9775366;µg/m3;Ostluft
2014;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;121.0012148;µg/m3;Ostluft
2015;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;147.0278352;µg/m3;Ostluft
2016;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;116.9685586;µg/m3;Ostluft
2017;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;121.3274304;µg/m3;Ostluft
2018;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;147.8770464;µg/m3;Ostluft
2019;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;134.3332416;µg/m3;Ostluft
2020;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;120.6904247;µg/m3;Ostluft
2021;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;119.6951961;µg/m3;Ostluft
2022;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;125.5406193;µg/m3;Ostluft
2023;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;140.9776741;µg/m3;Ostluft
2024;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;121.1138308;µg/m3;Ostluft
2004;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;25.94793747;µg/m3;Ostluft
2005;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2006;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;27.81942687;µg/m3;Ostluft
2007;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2008;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;22.22104933;µg/m3;Ostluft
2009;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;22.31253469;µg/m3;Ostluft
2010;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;21.54124;µg/m3;Ostluft
2011;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;21.91789711;µg/m3;Ostluft
2012;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;18.37860091;µg/m3;Ostluft
2013;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;20.43618153;µg/m3;Ostluft
2014;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;16.13813751;µg/m3;Ostluft
2015;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;17.00257607;µg/m3;Ostluft
2016;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;16.02349692;µg/m3;Ostluft
2017;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;16.96583205;µg/m3;Ostluft
2018;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;16.37712406;µg/m3;Ostluft
2019;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;14.87596628;µg/m3;Ostluft
2020;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;13.76737049;µg/m3;Ostluft
2021;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;14.06976642;µg/m3;Ostluft
2022;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;14.24711532;µg/m3;Ostluft
2023;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;13.24292519;µg/m3;Ostluft
2024;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM10;Jahresmittel;PM10;12.39683616;µg/m3;Ostluft
2018;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM2.5;Jahresmittel;PM2.5;10.6858618;µg/m3;Ostluft
2019;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM2.5;Jahresmittel;PM2.5;9.550521265;µg/m3;Ostluft
2020;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM2.5;Jahresmittel;PM2.5;9.193927409;µg/m3;Ostluft
2021;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM2.5;Jahresmittel;PM2.5;8.760592213;µg/m3;Ostluft
2022;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM2.5;Jahresmittel;PM2.5;8.799808502;µg/m3;Ostluft
2023;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM2.5;Jahresmittel;PM2.5;8.2868544;µg/m3;Ostluft
2024;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;PM2.5;Jahresmittel;PM2.5;7.640350807;µg/m3;Ostluft
2002;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;38;1;Ostluft
2003;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2004;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;85;1;Ostluft
2005;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2006;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;178;1;Ostluft
2007;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2008;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;50;1;Ostluft
2009;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;21;1;Ostluft
2010;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;104;1;Ostluft
2011;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;84;1;Ostluft
2012;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;44;1;Ostluft
2013;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;99;1;Ostluft
2014;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;23;1;Ostluft
2015;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;117;1;Ostluft
2016;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;25;1;Ostluft
2017;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;31;1;Ostluft
2018;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;166;1;Ostluft
2019;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;90;1;Ostluft
2020;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;42;1;Ostluft
2021;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;18;1;Ostluft
2022;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;50;1;Ostluft
2023;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;166;1;Ostluft
2024;Opf_Balsberg;Opfikon - Balsberg;städtisch - verkehrsbelastet;2685351;1254830;430;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;26;1;Ostluft
2019;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;95.68658115885191;µg/m3;Ostluft
2020;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2021;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2022;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;96.79578767426912;µg/m3;Ostluft
2019;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;NO2;Jahresmittel;NO2;25.35422553;µg/m3;Ostluft
2020;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2021;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2022;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;NO2;Jahresmittel;NO2;19.1938175;µg/m3;Ostluft
2019;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;160.6368648;µg/m3;Ostluft
2020;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2021;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;Ostluft
2022;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;146.8552357;µg/m3;Ostluft
2019;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM10;Jahresmittel;PM10;14.26115409;µg/m3;Ostluft
2020;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2021;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM10;Jahresmittel;PM10;NA;µg/m3;Ostluft
2022;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM10;Jahresmittel;PM10;14.13612753;µg/m3;Ostluft
2019;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM2.5;Jahresmittel;PM2.5;9.827726502;µg/m3;Ostluft
2020;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;Ostluft
2021;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;Ostluft
2022;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;PM2.5;Jahresmittel;PM2.5;9.348791859;µg/m3;Ostluft
2019;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;296;1;Ostluft
2020;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2021;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;NA;1;Ostluft
2022;Opf_Glattpark;Opfikon - Glattpark;städtisch - Hintergrund;2684665;1253012;426;O3;Anzahl Stundenmittel > 120 μg/m3;O3_nb_h1>120;267;1;Ostluft
2015;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;97.55188016103142;µg/m3;Ostluft
2016;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2017;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2018;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;104.18879106515027;µg/m3;Ostluft
2019;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2020;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2021;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;86.06574983916667;µg/m3;Ostluft
2022;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2023;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;NA;µg/m3;Ostluft
2024;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;O3;mittlere sommerliche Tagesbelastung;O3_peakseason_mean_d1_max_mean_h8gl;88.59810288277322;µg/m3;Ostluft
2015;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;25.90044882;µg/m3;Ostluft
2016;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
2017;Sch_Güterstrasse;Schlieren - Güterstrasse;klein-/vorstädtisch - Hintergrund;2676061;1250243;392;NO2;Jahresmittel;NO2;NA;µg/m3;Ostluft
