year;site;site_long;siteclass;x;y;masl;pollutant;metric;parameter;concentration;unit;source
2001;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2002;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2003;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2004;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2005;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2006;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2007;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2008;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2009;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
2010;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;1.07;µg/m3;NABEL (BAFU & Empa)
2011;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;1.12;µg/m3;NABEL (BAFU & Empa)
2012;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.83;µg/m3;NABEL (BAFU & Empa)
2013;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.75;µg/m3;NABEL (BAFU & Empa)
2014;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.67;µg/m3;NABEL (BAFU & Empa)
2015;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.66;µg/m3;NABEL (BAFU & Empa)
2016;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.58;µg/m3;NABEL (BAFU & Empa)
2017;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.55;µg/m3;NABEL (BAFU & Empa)
2018;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.49;µg/m3;NABEL (BAFU & Empa)
2019;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.43;µg/m3;NABEL (BAFU & Empa)
2020;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.41;µg/m3;NABEL (BAFU & Empa)
2021;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;0.4;µg/m3;NABEL (BAFU & Empa)
2022;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;eBC;Jahresmittel;eBC;NA;µg/m3;NABEL (BAFU & Empa)
1984;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;NA;µg/m3;NABEL (BAFU & Empa)
1985;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;61.2;µg/m3;NABEL (BAFU & Empa)
1986;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;58.8;µg/m3;NABEL (BAFU & Empa)
1987;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;62;µg/m3;NABEL (BAFU & Empa)
1988;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;59.7;µg/m3;NABEL (BAFU & Empa)
1989;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;60.4;µg/m3;NABEL (BAFU & Empa)
1990;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;50.1;µg/m3;NABEL (BAFU & Empa)
1991;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;49.7;µg/m3;NABEL (BAFU & Empa)
1992;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;45.9;µg/m3;NABEL (BAFU & Empa)
1993;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;42.6;µg/m3;NABEL (BAFU & Empa)
1994;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;41.2;µg/m3;NABEL (BAFU & Empa)
1995;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;39.8;µg/m3;NABEL (BAFU & Empa)
1996;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;39;µg/m3;NABEL (BAFU & Empa)
1997;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;41.5;µg/m3;NABEL (BAFU & Empa)
1998;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;40.3;µg/m3;NABEL (BAFU & Empa)
1999;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;39.7;µg/m3;NABEL (BAFU & Empa)
2000;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;35.6;µg/m3;NABEL (BAFU & Empa)
2001;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;33.5;µg/m3;NABEL (BAFU & Empa)
2002;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;32.2;µg/m3;NABEL (BAFU & Empa)
2003;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;38.1;µg/m3;NABEL (BAFU & Empa)
2004;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;32.2;µg/m3;NABEL (BAFU & Empa)
2005;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;34.4;µg/m3;NABEL (BAFU & Empa)
2006;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;35.9;µg/m3;NABEL (BAFU & Empa)
2007;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;33.6;µg/m3;NABEL (BAFU & Empa)
2008;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;32.9;µg/m3;NABEL (BAFU & Empa)
2009;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;33;µg/m3;NABEL (BAFU & Empa)
2010;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;32.8;µg/m3;NABEL (BAFU & Empa)
2011;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;32.1;µg/m3;NABEL (BAFU & Empa)
2012;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;31;µg/m3;NABEL (BAFU & Empa)
2013;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;30.9;µg/m3;NABEL (BAFU & Empa)
2014;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;29.5;µg/m3;NABEL (BAFU & Empa)
2015;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;31;µg/m3;NABEL (BAFU & Empa)
2016;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;28.3;µg/m3;NABEL (BAFU & Empa)
2017;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;27.4;µg/m3;NABEL (BAFU & Empa)
2018;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;25.3;µg/m3;NABEL (BAFU & Empa)
2019;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;24;µg/m3;NABEL (BAFU & Empa)
2020;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;20.3;µg/m3;NABEL (BAFU & Empa)
2021;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;20.7;µg/m3;NABEL (BAFU & Empa)
2022;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;NO2;Jahresmittel;NO2;NA;µg/m3;NABEL (BAFU & Empa)
1984;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;NABEL (BAFU & Empa)
1985;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;148;µg/m3;NABEL (BAFU & Empa)
1986;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;142;µg/m3;NABEL (BAFU & Empa)
1987;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;126;µg/m3;NABEL (BAFU & Empa)
1988;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;152;µg/m3;NABEL (BAFU & Empa)
1989;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;146;µg/m3;NABEL (BAFU & Empa)
1990;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;156;µg/m3;NABEL (BAFU & Empa)
1991;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;143;µg/m3;NABEL (BAFU & Empa)
1992;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;173;µg/m3;NABEL (BAFU & Empa)
1993;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;150;µg/m3;NABEL (BAFU & Empa)
1994;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;173;µg/m3;NABEL (BAFU & Empa)
1995;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;168;µg/m3;NABEL (BAFU & Empa)
1996;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;151;µg/m3;NABEL (BAFU & Empa)
1997;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;172;µg/m3;NABEL (BAFU & Empa)
1998;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;181;µg/m3;NABEL (BAFU & Empa)
1999;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;142;µg/m3;NABEL (BAFU & Empa)
2000;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;164;µg/m3;NABEL (BAFU & Empa)
2001;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;156;µg/m3;NABEL (BAFU & Empa)
2002;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;155;µg/m3;NABEL (BAFU & Empa)
2003;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;186;µg/m3;NABEL (BAFU & Empa)
2004;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;157;µg/m3;NABEL (BAFU & Empa)
2005;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;163;µg/m3;NABEL (BAFU & Empa)
2006;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;178;µg/m3;NABEL (BAFU & Empa)
2007;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;148;µg/m3;NABEL (BAFU & Empa)
2008;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;144;µg/m3;NABEL (BAFU & Empa)
2009;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;141;µg/m3;NABEL (BAFU & Empa)
2010;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;174;µg/m3;NABEL (BAFU & Empa)
2011;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;154;µg/m3;NABEL (BAFU & Empa)
2012;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;144;µg/m3;NABEL (BAFU & Empa)
2013;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;156;µg/m3;NABEL (BAFU & Empa)
2014;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;141;µg/m3;NABEL (BAFU & Empa)
2015;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;174;µg/m3;NABEL (BAFU & Empa)
2016;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;135;µg/m3;NABEL (BAFU & Empa)
2017;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;143;µg/m3;NABEL (BAFU & Empa)
2018;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;169;µg/m3;NABEL (BAFU & Empa)
2019;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;159;µg/m3;NABEL (BAFU & Empa)
2020;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;139;µg/m3;NABEL (BAFU & Empa)
2021;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;139;µg/m3;NABEL (BAFU & Empa)
2022;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;O3;höchstes monatl. 98%-Perzentil der ½-Stundenmittel;O3_max_98p_m1;NA;µg/m3;NABEL (BAFU & Empa)
1984;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1985;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1986;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1987;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1988;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1989;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1990;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1991;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1992;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1993;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1994;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1995;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1996;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1997;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;31.1;µg/m3;NABEL (BAFU & Empa)
1998;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;24.3;µg/m3;NABEL (BAFU & Empa)
1999;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;25.3;µg/m3;NABEL (BAFU & Empa)
2000;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;23.2;µg/m3;NABEL (BAFU & Empa)
2001;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;23.4;µg/m3;NABEL (BAFU & Empa)
2002;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;25.8;µg/m3;NABEL (BAFU & Empa)
2003;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;29.2;µg/m3;NABEL (BAFU & Empa)
2004;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;24.6;µg/m3;NABEL (BAFU & Empa)
2005;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;24.2;µg/m3;NABEL (BAFU & Empa)
2006;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;26.1;µg/m3;NABEL (BAFU & Empa)
2007;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;21.4;µg/m3;NABEL (BAFU & Empa)
2008;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;19.6;µg/m3;NABEL (BAFU & Empa)
2009;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;20.4;µg/m3;NABEL (BAFU & Empa)
2010;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;19.5;µg/m3;NABEL (BAFU & Empa)
2011;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;20.2;µg/m3;NABEL (BAFU & Empa)
2012;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;17.4;µg/m3;NABEL (BAFU & Empa)
2013;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;18.5;µg/m3;NABEL (BAFU & Empa)
2014;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;14.6;µg/m3;NABEL (BAFU & Empa)
2015;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;17;µg/m3;NABEL (BAFU & Empa)
2016;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;14.5;µg/m3;NABEL (BAFU & Empa)
2017;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;14.8;µg/m3;NABEL (BAFU & Empa)
2018;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;15.8;µg/m3;NABEL (BAFU & Empa)
2019;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;13.6;µg/m3;NABEL (BAFU & Empa)
2020;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;12.1;µg/m3;NABEL (BAFU & Empa)
2021;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;12.9;µg/m3;NABEL (BAFU & Empa)
2022;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM10;Jahresmittel;PM10;NA;µg/m3;NABEL (BAFU & Empa)
1984;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
1985;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
1986;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
1987;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
1988;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
1989;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
1990;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
1991;Zürich-Kaserne;Zürich-Kaserne;städtisch - Hintergrund;1247990;2682450;409;PM2.5;Jahresmittel;PM2.5;NA;µg/m3;NABEL (BAFU & Empa)
