year;site;pollutant;type;value;relative Immission;reference_year
2018;Zürich-Kaserne;Feinstaub PM2.5;Trend;9.798116915271436;1.0945726285011625;2021
2019;Zürich-Kaserne;Feinstaub PM2.5;Trend;9.412124436230997;1.0514524242804448;2021
2020;Zürich-Kaserne;Feinstaub PM2.5;Trend;8.99896967825339;1.0052978526083651;2021
2021;Zürich-Kaserne;Feinstaub PM2.5;Trend;8.951545708472857;1;2021
2022;Zürich-Kaserne;Feinstaub PM2.5;Trend;8.754432655545353;0.9779799981649056;2021
2023;Zürich-Kaserne;Feinstaub PM2.5;Trend;8.31930735773719;0.9293710414574281;2021
2024;Zürich-Kaserne;Feinstaub PM2.5;Trend;8.388423269378668;0.9370921562115044;2021
1990;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1991;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1992;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1993;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1994;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1995;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1996;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1997;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1998;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1999;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2000;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2001;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2002;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2003;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2004;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2005;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2006;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2007;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2008;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2009;Bachtel/Wald;Feinstaub PM10;gemessen;12.946289146575419;1.326007115011455;2015
2010;Bachtel/Wald;Feinstaub PM10;gemessen;13.207491709814814;1.3527604536240323;2015
2011;Bachtel/Wald;Feinstaub PM10;gemessen;12.737804204956165;1.3046533113979302;2015
2012;Bachtel/Wald;Feinstaub PM10;gemessen;10.74951832563662;1.101005672077907;2015
2013;Bachtel/Wald;Feinstaub PM10;gemessen;12.051588574852055;1.2343685527579755;2015
2014;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2015;Bachtel/Wald;Feinstaub PM10;gemessen;9.763363258019607;1;2015
2016;Bachtel/Wald;Feinstaub PM10;gemessen;8.803315849681441;0.9016683715471115;2015
2017;Bachtel/Wald;Feinstaub PM10;gemessen;9.735065761441096;0.9971016650891005;2015
2018;Bachtel/Wald;Feinstaub PM10;gemessen;10.66927932548415;1.0927872950666282;2015
2019;Bachtel/Wald;Feinstaub PM10;gemessen;8.863768657402204;0.9078601730936849;2015
2020;Bachtel/Wald;Feinstaub PM10;gemessen;8.266983605885246;0.8467352271354609;2015
2021;Bachtel/Wald;Feinstaub PM10;gemessen;8.583298725871233;0.8791333989156788;2015
2022;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
2023;Bachtel/Wald;Feinstaub PM10;gemessen;8.632856539862258;0.8842092946578882;2015
2024;Bachtel/Wald;Feinstaub PM10;gemessen;NA;NA;2015
1990;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1991;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1992;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1993;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1994;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1995;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1996;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1997;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1998;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
1999;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2000;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2001;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2002;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2003;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2004;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2005;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2006;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2007;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2008;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2009;Bachtel/Wald;Feinstaub PM10;Trend;12.511142148667803;1.2287847305493154;2015
2010;Bachtel/Wald;Feinstaub PM10;Trend;12.02437491772244;1.1809767739607058;2015
2011;Bachtel/Wald;Feinstaub PM10;Trend;11.682622303102296;1.1474114615791136;2015
2012;Bachtel/Wald;Feinstaub PM10;Trend;11.093632553557452;1.0895636965956557;2015
2013;Bachtel/Wald;Feinstaub PM10;Trend;11.256565122508237;1.1055661566793833;2015
2014;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2015;Bachtel/Wald;Feinstaub PM10;Trend;10.181720066683143;1;2015
2016;Bachtel/Wald;Feinstaub PM10;Trend;9.816900896085885;0.9641692004682954;2015
2017;Bachtel/Wald;Feinstaub PM10;Trend;9.826203886259504;0.9650828958078541;2015
2018;Bachtel/Wald;Feinstaub PM10;Trend;9.783746076279847;0.9609128921442699;2015
2019;Bachtel/Wald;Feinstaub PM10;Trend;9.663490156197435;0.9491019290363844;2015
2020;Bachtel/Wald;Feinstaub PM10;Trend;9.465122918405338;0.9296192447263729;2015
2021;Bachtel/Wald;Feinstaub PM10;Trend;9.357774826627798;0.9190760269719576;2015
2022;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2023;Bachtel/Wald;Feinstaub PM10;Trend;9.575592154036885;0.940469006348972;2015
2024;Bachtel/Wald;Feinstaub PM10;Trend;NA;NA;2015
2000;Dübendorf-EMPA;Feinstaub PM10;gemessen;NA;NA;2015
2001;Dübendorf-EMPA;Feinstaub PM10;gemessen;19.160194174757283;1.1972866196069931;2015
2002;Dübendorf-EMPA;Feinstaub PM10;gemessen;23.164364640883978;1.4475001444800897;2015
2003;Dübendorf-EMPA;Feinstaub PM10;gemessen;26.947802197802197;1.6839204605635585;2015
2004;Dübendorf-EMPA;Feinstaub PM10;gemessen;22.093972602739726;1.3806132406567255;2015
2005;Dübendorf-EMPA;Feinstaub PM10;gemessen;21.320821917808217;1.332300422865556;2015
2006;Dübendorf-EMPA;Feinstaub PM10;gemessen;23.856868131868133;1.4907734618705155;2015
2007;Dübendorf-EMPA;Feinstaub PM10;gemessen;20.380672268907563;1.2735521354113541;2015
2008;Dübendorf-EMPA;Feinstaub PM10;gemessen;18.502739726027396;1.1562034548287137;2015
2009;Dübendorf-EMPA;Feinstaub PM10;gemessen;18.711019283746555;1.1692184757267454;2015
2010;Dübendorf-EMPA;Feinstaub PM10;gemessen;18.334246575342465;1.145674616082587;2015
2011;Dübendorf-EMPA;Feinstaub PM10;gemessen;18.472727272727273;1.154328029745331;2015
2012;Dübendorf-EMPA;Feinstaub PM10;gemessen;16.354520547945206;1.0219650408313503;2015
2013;Dübendorf-EMPA;Feinstaub PM10;gemessen;17.716483516483517;1.1070716960018632;2015
2014;Dübendorf-EMPA;Feinstaub PM10;gemessen;13.791780821917808;0.8618239715122151;2015
2015;Dübendorf-EMPA;Feinstaub PM10;gemessen;16.003013698630138;1;2015
2016;Dübendorf-EMPA;Feinstaub PM10;gemessen;13.772252747252747;0.8606036966919334;2015
2017;Dübendorf-EMPA;Feinstaub PM10;gemessen;13.782191780821918;0.8612247693071511;2015
2018;Dübendorf-EMPA;Feinstaub PM10;gemessen;14.844383561643836;0.9275992535652531;2015
2019;Dübendorf-EMPA;Feinstaub PM10;gemessen;12.72082191780822;0.7949016452380545;2015
2020;Dübendorf-EMPA;Feinstaub PM10;gemessen;11.922252747252747;0.7450004712720639;2015
2021;Dübendorf-EMPA;Feinstaub PM10;gemessen;12.792857142857143;0.7994029989458932;2015
2022;Dübendorf-EMPA;Feinstaub PM10;gemessen;13.77041095890411;0.8604886065980722;2015
2023;Dübendorf-EMPA;Feinstaub PM10;gemessen;11.425205479452055;0.7139408673023916;2015
2024;Dübendorf-EMPA;Feinstaub PM10;gemessen;11.077049180327869;0.6921851964218506;2015
2000;Dübendorf-EMPA;Feinstaub PM10;Trend;NA;NA;2015
2001;Dübendorf-EMPA;Feinstaub PM10;Trend;22.347012812297738;1.4876932902336824;2015
2002;Dübendorf-EMPA;Feinstaub PM10;Trend;22.16986563863311;1.4759001855418685;2015
2003;Dübendorf-EMPA;Feinstaub PM10;Trend;22.009287948412698;1.4652101503989763;2015
2004;Dübendorf-EMPA;Feinstaub PM10;Trend;21.446521535870115;1.4277454644948384;2015
2005;Dübendorf-EMPA;Feinstaub PM10;Trend;21.077273130289193;1.4031637282231375;2015
2006;Dübendorf-EMPA;Feinstaub PM10;Trend;20.832193787342288;1.3868482189808307;2015
2007;Dübendorf-EMPA;Feinstaub PM10;Trend;20.31863373674655;1.3526593165167435;2015
2008;Dübendorf-EMPA;Feinstaub PM10;Trend;19.413508993708778;1.2924030299896798;2015
2009;Dübendorf-EMPA;Feinstaub PM10;Trend;18.634535240332617;1.2405449120434584;2015
2010;Dübendorf-EMPA;Feinstaub PM10;Trend;18.136629949923897;1.2073981838460646;2015
2011;Dübendorf-EMPA;Feinstaub PM10;Trend;17.526624581012143;1.1667886893261916;2015
2012;Dübendorf-EMPA;Feinstaub PM10;Trend;16.73413510279046;1.1140307977353126;2015
2013;Dübendorf-EMPA;Feinstaub PM10;Trend;16.287406759208384;1.0842910394559182;2015
2014;Dübendorf-EMPA;Feinstaub PM10;Trend;15.475653816184678;1.030250733630379;2015
2015;Dübendorf-EMPA;Feinstaub PM10;Trend;15.021249984119736;1;2015
2016;Dübendorf-EMPA;Feinstaub PM10;Trend;14.706372472578348;0.9790378622368796;2015
2017;Dübendorf-EMPA;Feinstaub PM10;Trend;14.438405623947235;0.9611986778205092;2015
2018;Dübendorf-EMPA;Feinstaub PM10;Trend;14.305933635971588;0.9523797054902641;2015
2019;Dübendorf-EMPA;Feinstaub PM10;Trend;14.002843524403856;0.9322022827133211;2015
2020;Dübendorf-EMPA;Feinstaub PM10;Trend;13.753774272995523;0.9156211558649133;2015
2021;Dübendorf-EMPA;Feinstaub PM10;Trend;13.694283948463573;0.9116607448075883;2015
2022;Dübendorf-EMPA;Feinstaub PM10;Trend;13.687859843023846;0.9112330769739181;2015
2023;Dübendorf-EMPA;Feinstaub PM10;Trend;13.474607800152206;0.89703638607954606;2015
2024;Dübendorf-EMPA;Feinstaub PM10;Trend;13.538017687310262;0.9012577316549869;2015
2001;Opf_Balsberg;Feinstaub PM10;gemessen;NA;NA;2015
2002;Opf_Balsberg;Feinstaub PM10;gemessen;NA;NA;2015
2003;Opf_Balsberg;Feinstaub PM10;gemessen;NA;NA;2015
2004;Opf_Balsberg;Feinstaub PM10;gemessen;26.01396016032044;1.5299243336264827;2015
2006;Opf_Balsberg;Feinstaub PM10;gemessen;27.871677384129576;1.6391797783256654;2015
2007;Opf_Balsberg;Feinstaub PM10;gemessen;NA;NA;2015
2008;Opf_Balsberg;Feinstaub PM10;gemessen;22.37479963473178;1.315899240647235;2015
2009;Opf_Balsberg;Feinstaub PM10;gemessen;22.295069860279778;1.3112101997900598;2015
2010;Opf_Balsberg;Feinstaub PM10;gemessen;21.561533359473685;1.2680696961808378;2015
2011;Opf_Balsberg;Feinstaub PM10;gemessen;21.85951289504696;1.2855943690713438;2015
2012;Opf_Balsberg;Feinstaub PM10;gemessen;18.381279537430135;1.0810336709287287;2015
2013;Opf_Balsberg;Feinstaub PM10;gemessen;20.403726018823203;1.199977117688524;2015
2014;Opf_Balsberg;Feinstaub PM10;gemessen;16.143311945936812;0.949415068647802;2015
2015;Opf_Balsberg;Feinstaub PM10;gemessen;17.003429247156163;1;2015
2016;Opf_Balsberg;Feinstaub PM10;gemessen;15.97178818065374;0.9393274702704476;2015
2017;Opf_Balsberg;Feinstaub PM10;gemessen;16.96483445978082;0.9977301762594862;2015
2018;Opf_Balsberg;Feinstaub PM10;gemessen;16.375392976257533;0.9630641406642328;2015
2019;Opf_Balsberg;Feinstaub PM10;gemessen;14.872667885379121;0.8746863746833061;2015
2020;Opf_Balsberg;Feinstaub PM10;gemessen;13.765986736286886;0.8096006126875411;2015
2021;Opf_Balsberg;Feinstaub PM10;gemessen;14.065839196506849;0.8272354353966198;2015
2022;Opf_Balsberg;Feinstaub PM10;gemessen;14.235531527593922;0.8372153240779254;2015
2023;Opf_Balsberg;Feinstaub PM10;gemessen;13.245311700832877;0.778978846461114;2015
2024;Opf_Balsberg;Feinstaub PM10;gemessen;12.392279828472677;0.7288106209837228;2015
2001;Opf_Balsberg;Feinstaub PM10;Trend;NA;NA;2015
2002;Opf_Balsberg;Feinstaub PM10;Trend;NA;NA;2015
2003;Opf_Balsberg;Feinstaub PM10;Trend;NA;NA;2015
2004;Opf_Balsberg;Feinstaub PM10;Trend;24.72739812317589;1.461918426787429;2015
2006;Opf_Balsberg;Feinstaub PM10;Trend;23.65232564364615;1.3983586353315085;2015
2007;Opf_Balsberg;Feinstaub PM10;Trend;NA;NA;2015
2008;Opf_Balsberg;Feinstaub PM10;Trend;22.48387426535111;1.329278152531594;2015
2009;Opf_Balsberg;Feinstaub PM10;Trend;22.026358340477234;1.3022291699500046;2015
2010;Opf_Balsberg;Feinstaub PM10;Trend;21.289721919138934;1.25867819249444;2015
2011;Opf_Balsberg;Feinstaub PM10;Trend;20.686958458556763;1.223041972070855;2015
2012;Opf_Balsberg;Feinstaub PM10;Trend;19.598882051656037;1.158713370206757;2015
2013;Opf_Balsberg;Feinstaub PM10;Trend;19.06311400479032;1.1270380125207093;2015
2014;Opf_Balsberg;Feinstaub PM10;Trend;17.494186668192146;1.034280829891225;2015
2015;Opf_Balsberg;Feinstaub PM10;Trend;16.914348755774586;1;2015
2016;Opf_Balsberg;Feinstaub PM10;Trend;16.663388746458505;0.9851628925866623;2015
2017;Opf_Balsberg;Feinstaub PM10;Trend;16.465347332022603;0.9734544066558464;2015
2018;Opf_Balsberg;Feinstaub PM10;Trend;16.23769755908045;0.9599954330808552;2015
2019;Opf_Balsberg;Feinstaub PM10;Trend;15.613240595161567;0.9230766623415626;2015
2020;Opf_Balsberg;Feinstaub PM10;Trend;15.228898118368551;0.9003537965462242;2015
2021;Opf_Balsberg;Feinstaub PM10;Trend;15.083031185700445;0.8917299390880228;2015
2022;Opf_Balsberg;Feinstaub PM10;Trend;14.90162708262942;0.8810050743184528;2015
2023;Opf_Balsberg;Feinstaub PM10;Trend;14.641392012513819;0.8656196123137891;2015
2024;Opf_Balsberg;Feinstaub PM10;Trend;14.442680397610227;0.8538715031921918;2015
2013;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2014;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;19.636076793327433;0.9685215348778952;2015
2015;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;20.27428000948169;1;2015
2016;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;17.85592784747159;0.8807182222560256;2015
2017;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;17.600396913639663;0.8681145227060331;2015
2018;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;18.27709517100554;0.9014917009362541;2015
2019;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;16.383141315985835;0.8080751231769472;2015
2020;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;15.33411819846685;0.7563335512430296;2015
2021;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;15.529086984270423;0.7659501090548183;2015
2022;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;15.376218970464087;0.7584101118892054;2015
2023;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;13.988328481520547;0.6899543892546919;2015
2024;Zch_Rosengartenstrasse;Feinstaub PM10;gemessen;13.259901529264438;0.6540257667874355;2015
2013;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;NA;NA;2015
2014;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;19.82984645403948;1.0507092521294212;2015
2015;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;18.87281987272054;1;2015
2016;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;18.229234882999314;0.9658988432008782;2015
2017;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;17.543214136731155;0.9295491746884499;2015
2018;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;17.304065365613603;0.9168775775063444;2015
2019;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;16.801487942816177;0.8902478832589112;2015
2020;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;16.085631623848272;0.852317339556609;2015
2021;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;15.689912144975073;0.8313496473123151;2015
2022;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;15.22995601483574;0.8069782956414304;2015
2023;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;14.9602988883934;0.7926901750393728;2015
2024;Zch_Rosengartenstrasse;Feinstaub PM10;Trend;14.711191673010637;0.7794909172144819;2015
1990;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1991;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1992;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1993;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1994;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1995;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1996;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1997;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1998;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1999;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2000;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2001;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2002;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;30.895399630473538;NA;2015
2003;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2004;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;28.647996161835692;NA;2015
2005;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2006;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;33.36917918533524;NA;2015
2007;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2008;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;24.75465498681268;NA;2015
2009;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2010;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;23.529285924107345;1.2242441070120018;2015
2011;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;25.68857647219663;1.3365934038564327;2015
2012;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;20.56479330755874;1.0699996208938831;2015
2013;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;23.030372280378153;1.1982853044281312;2015
2014;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;17.53168591237569;0.9121850630503371;2015
2015;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;19.21943980725788;1;2015
2016;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;17.474765167236768;0.9092234395217769;2015
2017;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;17.55628814368595;0.9134651332062306;2015
2018;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;18.154653405329608;0.9445984683941633;2015
2019;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;15.689137562460054;0.816316069552419;2015
2020;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;14.759379589450143;0.7679401552524192;2015
2021;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;14.965855770177285;0.7786832457273648;2015
2022;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;15.930068319835616;0.8288518541430072;2015
2023;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;12.632992769396601;0.657302860857889;2015
2024;Zch_Schimmelstrasse;Feinstaub PM10;gemessen;11.5922800084573;0.603153896508455;2015
1990;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1991;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1992;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1993;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1994;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1995;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1996;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1997;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1998;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
1999;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
2000;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
2001;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
2002;Zch_Schimmelstrasse;Feinstaub PM10;Trend;30.54814151994124;NA;2015
2003;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
2004;Zch_Schimmelstrasse;Feinstaub PM10;Trend;29.285250217557763;NA;2015
2005;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
2006;Zch_Schimmelstrasse;Feinstaub PM10;Trend;28.32698195175885;NA;2015
2007;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
2008;Zch_Schimmelstrasse;Feinstaub PM10;Trend;25.491580094485816;NA;2015
2009;Zch_Schimmelstrasse;Feinstaub PM10;Trend;NA;NA;2015
2010;Zch_Schimmelstrasse;Feinstaub PM10;Trend;24.094982557811488;1.32110430842372;2015
2011;Zch_Schimmelstrasse;Feinstaub PM10;Trend;23.591395078510715;1.2934930998670733;2015
2012;Zch_Schimmelstrasse;Feinstaub PM10;Trend;21.627154995422828;1.1857957387953304;2015
2013;Zch_Schimmelstrasse;Feinstaub PM10;Trend;20.451614706458464;1.1213420154215816;2015
2014;Zch_Schimmelstrasse;Feinstaub PM10;Trend;18.638482321709677;1.0219297415389579;2015
2015;Zch_Schimmelstrasse;Feinstaub PM10;Trend;18.23851637162587;1;2015
2016;Zch_Schimmelstrasse;Feinstaub PM10;Trend;17.97104498042745;0.985334805433268;2015
2017;Zch_Schimmelstrasse;Feinstaub PM10;Trend;17.579184282515328;0.9638494669371088;2015
2018;Zch_Schimmelstrasse;Feinstaub PM10;Trend;17.316327328023384;0.9494372774181808;2015
2019;Zch_Schimmelstrasse;Feinstaub PM10;Trend;16.732344064447663;0.9174180467046432;2015
2020;Zch_Schimmelstrasse;Feinstaub PM10;Trend;16.064228454831106;0.8807859218101007;2015
2021;Zch_Schimmelstrasse;Feinstaub PM10;Trend;15.679014073008;0.8596649943193979;2015
2022;Zch_Schimmelstrasse;Feinstaub PM10;Trend;15.337383297442873;0.8409337132982831;2015
2023;Zch_Schimmelstrasse;Feinstaub PM10;Trend;14.446790311016109;0.7921033716038084;2015
2024;Zch_Schimmelstrasse;Feinstaub PM10;Trend;14.05303543229822;0.7705141770281759;2015
2003;Zch_Schwamendingen;Feinstaub PM10;gemessen;34.27768508118391;1.713981150100934;2015
2004;Zch_Schwamendingen;Feinstaub PM10;gemessen;NA;NA;2015
2005;Zch_Schwamendingen;Feinstaub PM10;gemessen;28.77874941372191;1.4390188223554914;2015
2006;Zch_Schwamendingen;Feinstaub PM10;gemessen;NA;NA;2015
2007;Zch_Schwamendingen;Feinstaub PM10;gemessen;25.836191296532213;1.291882598482889;2015
2008;Zch_Schwamendingen;Feinstaub PM10;gemessen;NA;NA;2015
2009;Zch_Schwamendingen;Feinstaub PM10;gemessen;25.040864528878874;1.2521140118732634;2015
2010;Zch_Schwamendingen;Feinstaub PM10;gemessen;NA;NA;2015
2015;Zch_Schwamendingen;Feinstaub PM10;gemessen;19.998869345304843;1;2015
2016;Zch_Schwamendingen;Feinstaub PM10;gemessen;NA;NA;2015
2003;Zch_Schwamendingen;Feinstaub PM10;Trend;32.45133656382474;1.4626482978550366;2015
2004;Zch_Schwamendingen;Feinstaub PM10;Trend;NA;NA;2015
2005;Zch_Schwamendingen;Feinstaub PM10;Trend;28.45762292769303;1.2826434330162733;2015
2006;Zch_Schwamendingen;Feinstaub PM10;Trend;NA;NA;2015
2007;Zch_Schwamendingen;Feinstaub PM10;Trend;26.806438202040365;1.2082211507885405;2015
2008;Zch_Schwamendingen;Feinstaub PM10;Trend;NA;NA;2015
2009;Zch_Schwamendingen;Feinstaub PM10;Trend;25.313904600076366;1.1409496001049346;2015
2010;Zch_Schwamendingen;Feinstaub PM10;Trend;NA;NA;2015
2015;Zch_Schwamendingen;Feinstaub PM10;Trend;22.186698341231036;1;2015
2016;Zch_Schwamendingen;Feinstaub PM10;Trend;NA;NA;2015
1990;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1991;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1992;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1993;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1994;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1995;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1996;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1997;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1998;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
1999;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;NA;NA;2015
2000;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;24.470729969774855;1.374874399422534;2015
2001;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;25.611921345953622;1.4389916043399154;2015
2002;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;27.837974754894738;1.5640611812377294;2015
2003;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;31.98551056094253;1.7970881815547075;2015
2004;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;25.493436092524078;1.4323345760514017;2015
2005;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;26.30285855313881;1.4778115283446653;2015
2006;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;29.665280395135213;1.6667273357737866;2015
2007;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;24.374854613874653;1.3694876956942217;2015
2008;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;22.48332106396857;1.2632129316546172;2015
2009;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;24.09454260596532;1.3537385209045325;2015
2010;Zch_Stampfenbachstrasse;Feinstaub PM10;gemessen;22.527264310707245;1.2656818586152405;2015
