Standort;Standortklasse;Messgrösse;Einheit;Messwert;Jahr
Opfikon_Glattpark;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.46;2022
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.61;2009
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.68;2010
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.67;2011
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.5;2012
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.42;2013
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.41;2014
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.4;2015
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.38;2016
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.37;2017
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.32;2018
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.29;2019
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.34;2020
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.3;2021
Payerne_NABEL;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.32;2022
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.23;2014
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.24;2015
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.33;2016
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.27;2017
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.33;2018
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.2;2019
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.17;2020
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.17;2021
St.Gallen_Stuelegg;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.19;2022
Wettswil_Filderen;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.06;2009
Wettswil_Filderen;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.86;2010
Wetzikon_Turnhallenstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.46;2015
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.5;2007
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.31;2008
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.27;2009
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.06;2010
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.97;2011
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.75;2012
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.61;2013
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.76;2014
Winterthur_St. Gallerstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.82;2017
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.64;2016
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.44;2017
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.42;2018
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.41;2019
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.4;2020
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.33;2021
Winterthur_Veltheim/Obertor;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.36;2022
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.37;2011
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.3;2012
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.32;2013
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.24;2015
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.32;2017
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.29;2018
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.19;2019
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.15;2020
Bachtel/Wald;ländlich / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.15;2021
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.52;2014
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.49;2015
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.46;2016
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.43;2017
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.38;2018
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.36;2019
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.31;2020
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.3;2021
Zürich_Heubeeribüel;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.29;2022
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.74;2013
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.11;2014
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.82;2015
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.69;2016
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.46;2017
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.35;2018
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.31;2019
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1;2020
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.94;2021
Zürich_Rosengartenstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.84;2022
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;3.16;2004
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;3.84;2006
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;3.19;2008
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.84;2010
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.09;2011
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.81;2012
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.67;2013
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.48;2014
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.24;2015
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.12;2016
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.96;2017
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.89;2018
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.85;2019
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.63;2020
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.59;2021
Zürich_Schimmelstrasse;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.64;2022
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.94;2003
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;3.19;2005
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.84;2007
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.65;2009
Zürich_Schwamendingen;städtisch / verkehrsbelastet;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.42;2015
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.12;2003
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.77;2004
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;2.07;2005
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.97;2006
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.54;2007
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.56;2008
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.46;2009
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.18;2010
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.25;2011
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.08;2012
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.97;2013
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.85;2014
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.76;2015
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.72;2016
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.65;2017
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.61;2018
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.61;2019
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.49;2020
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.42;2021
Zürich_Stampfenbachstrasse;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.44;2022
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.07;2010
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;1.12;2011
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.83;2012
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.75;2013
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.67;2014
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.66;2015
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.58;2016
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.55;2017
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.49;2018
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.43;2019
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.42;2020
Zürich-Kaserne_NABEL;städtisch / Hintergrund;Russ Jahresmittel* (eBC, µg/m3);µg/m3;0.4;2021
