starttime;site;parameter;interval;unit;value;site_long;x;y;masl;source;siteclass
2020-01-01 00:00:00;Wld_Höhenklinik;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2021-01-01 00:00:00;Wld_Höhenklinik;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.79076135979619;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2009-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;12.93460483;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2010-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;13.12327658;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2011-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;12.76465882;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2012-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;10.77732206;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2013-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;12.0508155;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2014-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;NA;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2015-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;9.765212415;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2016-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;8.814264781;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2017-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;9.734401011;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2018-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;NA;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2019-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;8.851935457;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2020-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;8.265736083;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2021-01-01 00:00:00;Wld_Höhenklinik;PM10;y1;µg/m3;8.573882268;Wald - Höhenklinik;2713780;1237408;910;OSTLUFT;ländlich - Hintergrund
2002-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;19.5;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2003-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;20.049999239999998;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2004-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;18.66;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2005-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;21.24969264;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2006-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;22.41137156;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2007-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;19.17002663;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2008-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;19.78441916;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2009-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;19.64712789;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2010-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;18.76243004;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2011-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;18.65117297;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2012-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;16.63150346;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2013-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;17.30709667;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2014-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;15.77256304;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2015-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;17.98695174;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2016-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;15.6024893;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;14.6674836;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;13.94129653;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;12.58353361;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2020-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;10.73511774;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2021-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;11.03053381;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2022-01-01 00:00:00;Zch_Heubeeribüel;NO2;y1;µg/m3;9.887064387;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2000-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;153.0498036;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2001-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;166.122041;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2002-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;160.5504138;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2003-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;192.6922535;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2004-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;165.9381501;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2005-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;156.4379153;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2006-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;175.0104851;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2007-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;144.9056201;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2008-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;141.0179239;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2009-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;145.2750143;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2010-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;173.2163444;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2011-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;149.6510865;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2012-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;138.6783078;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2013-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;150.2795912;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2014-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;138.9597224;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2015-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;167.5012283;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2016-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;134.3583749;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;142.6478787;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;172.3333574;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;165.6098088;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2020-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;145.0361729;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2021-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;141.0742228;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2022-01-01 00:00:00;Zch_Heubeeribüel;O3_max_98%_m1;y1;µg/m3;149.5236459;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2000-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;92.61946046253397;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2001-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.47976864257949;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2002-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;90.40511230464972;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2003-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;115.0105869522986;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2004-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.73359355247268;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2005-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;92.9673045511481;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2006-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;97.40887971254756;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2007-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;92.23072098765626;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2008-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;91.704598451447;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2009-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;93.4656572285822;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2010-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.83634407367528;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2011-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;95.07044092988389;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2012-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;86.9269378119701;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2013-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.01379146193989;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2014-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;85.97536352273097;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2015-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;98.44440836569753;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2016-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.39323492146175;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;94.53441634800272;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;109.8083418297541;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;99.49329555328126;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2020-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;96.2076691844862;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2021-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;89.8186439157582;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2022-01-01 00:00:00;Zch_Heubeeribüel;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;102.76925262319752;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2012-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;15.041;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2013-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;NA;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2014-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;NA;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2015-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;NA;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2016-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;11.92160606;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2017-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;13.02084337;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2018-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;NA;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2019-01-01 00:00:00;Zch_Heubeeribüel;PM10;y1;µg/m3;11.10565868;Zürich - Heubeeribüel;2685126;1248460;610;OSTLUFT;städtisch - Hintergrund
2014-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;48.32527183;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2015-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;50.02978464;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2016-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;46.76414676;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2017-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;47.12660811;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2018-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;45.17269349;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;44.44712537;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2020-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;35.85045721;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2021-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;35.31118451;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2022-01-01 00:00:00;Zch_Rosengartenstrasse;NO2;y1;µg/m3;34.70652876;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2014-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;64.88770397050547;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2015-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;74.79819978639158;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2016-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;64.93929279724722;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2017-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;69.77636760550271;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2018-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;74.69012488452472;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2020-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;73.50665655571721;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2021-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;NA;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2022-01-01 00:00:00;Zch_Rosengartenstrasse;O3_peakseason_mean_d1_max_mean_h8gl;y1;µg/m3;81.5777089587106;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2014-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;19.59864055;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2015-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;20.2673062;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2016-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;17.85526535;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2017-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;17.61368086;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2018-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;18.2874972;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;16.37378827;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2020-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;15.3188812;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2021-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;15.54536454;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2022-01-01 00:00:00;Zch_Rosengartenstrasse;PM10;y1;µg/m3;15.38549862;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;Zch_Rosengartenstrasse;PM2.5;y1;µg/m3;10.96750712;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2020-01-01 00:00:00;Zch_Rosengartenstrasse;PM2.5;y1;µg/m3;11.67647525;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2021-01-01 00:00:00;Zch_Rosengartenstrasse;PM2.5;y1;µg/m3;11.76057418;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2022-01-01 00:00:00;Zch_Rosengartenstrasse;PM2.5;y1;µg/m3;9.799326754;Zürich - Rosengartenstrasse;2682096;1249940;433;OSTLUFT;städtisch - verkehrsbelastet
2000-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;55.78014376;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2001-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;48.84274564;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2002-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;49.68928307;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2003-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;56.35;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2004-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;52.53687114;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2005-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;54.1;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2006-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;56.16518745;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2007-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;52.64;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2008-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;50.84688703;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2009-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;50.46286232;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2010-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;44.04140941;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2011-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;46.82244763;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2012-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;43.3812147;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2013-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;43.79022812;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2014-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;43.11268696;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2015-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;44.58741715;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2016-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;41.91094793;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2017-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;40.67918704;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2018-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;37.85870006;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2019-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;35.26498601;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2020-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;29.92289643;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
2021-01-01 00:00:00;Zch_Schimmelstrasse;NO2;y1;µg/m3;29.10716764;Zürich - Schimmelstrasse;2681942;1247245;415;OSTLUFT;städtisch - verkehrsbelastet
