concentration;population;population_cum_relative;year;parameter;source
6.5;7;4.754930863305248e-6;2015;NO2;OSTLUFT, BAFU, BFS
7.5;22;1.9698999290836026e-5;2015;NO2;OSTLUFT, BAFU, BFS
8.5;91;8.151310051380425e-5;2015;NO2;OSTLUFT, BAFU, BFS
9.5;494;4.1707536429563173e-4;2015;NO2;OSTLUFT, BAFU, BFS
10.5;1185;0.0012220172318694487;2015;NO2;OSTLUFT, BAFU, BFS
11.5;2165;0.002692649420306;2015;NO2;OSTLUFT, BAFU, BFS
12.5;4268;0.005591798695246971;2015;NO2;OSTLUFT, BAFU, BFS
13.5;8981;0.011692374992867604;2015;NO2;OSTLUFT, BAFU, BFS
14.5;28328;0.030934900920826326;2015;NO2;OSTLUFT, BAFU, BFS
15.5;49261;0.06439670795758058;2015;NO2;OSTLUFT, BAFU, BFS
16.5;51721;0.09952953355486782;2015;NO2;OSTLUFT, BAFU, BFS
17.5;80015;0.15388178970163488;2015;NO2;OSTLUFT, BAFU, BFS
18.5;136803;0.24680876211488456;2015;NO2;OSTLUFT, BAFU, BFS
19.5;158028;0.3541533641815134;2015;NO2;OSTLUFT, BAFU, BFS
20.5;137348;0.44745054192626327;2015;NO2;OSTLUFT, BAFU, BFS
21.5;152193;0.5508315694804083;2015;NO2;OSTLUFT, BAFU, BFS
22.5;131677;0.6402765739500433;2015;NO2;OSTLUFT, BAFU, BFS
23.5;100133;0.7082945013979497;2015;NO2;OSTLUFT, BAFU, BFS
24.5;97990;0.774856740725847;2015;NO2;OSTLUFT, BAFU, BFS
25.5;81320;0.8300954518407017;2015;NO2;OSTLUFT, BAFU, BFS
26.5;59684;0.8706373509329174;2015;NO2;OSTLUFT, BAFU, BFS
27.5;44353;0.9007652721586571;2015;NO2;OSTLUFT, BAFU, BFS
28.5;40231;0.9280932183817476;2015;NO2;OSTLUFT, BAFU, BFS
29.5;25796;0.9456158178888651;2015;NO2;OSTLUFT, BAFU, BFS
30.5;20339;0.9594316091501173;2015;NO2;OSTLUFT, BAFU, BFS
31.5;13390;0.9685271126157826;2015;NO2;OSTLUFT, BAFU, BFS
32.5;7205;0.9734212950257989;2015;NO2;OSTLUFT, BAFU, BFS
33.5;7210;0.9783188738150033;2015;NO2;OSTLUFT, BAFU, BFS
34.5;4835;0.981603172489872;2015;NO2;OSTLUFT, BAFU, BFS
35.5;4757;0.9848344876494067;2015;NO2;OSTLUFT, BAFU, BFS
36.5;3532;0.987233689907863;2015;NO2;OSTLUFT, BAFU, BFS
37.5;2353;0.9888320259537712;2015;NO2;OSTLUFT, BAFU, BFS
38.5;2555;0.9905675757188777;2015;NO2;OSTLUFT, BAFU, BFS
39.5;2532;0.9922875021397188;2015;NO2;OSTLUFT, BAFU, BFS
40.5;1742;0.9934708006488443;2015;NO2;OSTLUFT, BAFU, BFS
41.5;658;0.993917764149995;2015;NO2;OSTLUFT, BAFU, BFS
42.5;1014;0.9946065498493366;2015;NO2;OSTLUFT, BAFU, BFS
43.5;959;0.9952579753776094;2015;NO2;OSTLUFT, BAFU, BFS
44.5;482;0.9955853863313399;2015;NO2;OSTLUFT, BAFU, BFS
45.5;340;0.995816340116129;2015;NO2;OSTLUFT, BAFU, BFS
46.5;424;0.9961043530712778;2015;NO2;OSTLUFT, BAFU, BFS
47.5;1162;0.9968936715945864;2015;NO2;OSTLUFT, BAFU, BFS
48.5;587;0.9972924065112665;2015;NO2;OSTLUFT, BAFU, BFS
49.5;391;0.997558003363774;2015;NO2;OSTLUFT, BAFU, BFS
50.5;224;0.9977101611513998;2015;NO2;OSTLUFT, BAFU, BFS
51.5;866;0.9982984140267743;2015;NO2;OSTLUFT, BAFU, BFS
52.5;291;0.9984960832955203;2015;NO2;OSTLUFT, BAFU, BFS
53.5;361;0.9987413018728993;2015;NO2;OSTLUFT, BAFU, BFS
54.5;51;0.9987759449406177;2015;NO2;OSTLUFT, BAFU, BFS
55.5;322;0.9989946717603297;2015;NO2;OSTLUFT, BAFU, BFS
56.5;100;0.9990625993440913;2015;NO2;OSTLUFT, BAFU, BFS
57.5;90;0.9991237341694766;2015;NO2;OSTLUFT, BAFU, BFS
59.5;130;0.9992120400283666;2015;NO2;OSTLUFT, BAFU, BFS
60.5;47;0.9992439659927345;2015;NO2;OSTLUFT, BAFU, BFS
61.5;258;0.9994192191588391;2015;NO2;OSTLUFT, BAFU, BFS
62.5;17;0.9994307668480786;2015;NO2;OSTLUFT, BAFU, BFS
63.5;230;0.9995870002907301;2015;NO2;OSTLUFT, BAFU, BFS
64.5;118;0.9996671548395686;2015;NO2;OSTLUFT, BAFU, BFS
65.5;154;0.9997717633185613;2015;NO2;OSTLUFT, BAFU, BFS
66.5;29;0.9997914623178522;2015;NO2;OSTLUFT, BAFU, BFS
67.5;17;0.9998030100070916;2015;NO2;OSTLUFT, BAFU, BFS
69.5;38;0.999828822488921;2015;NO2;OSTLUFT, BAFU, BFS
70.5;4;0.9998315395922714;2015;NO2;OSTLUFT, BAFU, BFS
77.5;170;0.999947016484666;2015;NO2;OSTLUFT, BAFU, BFS
90.5;78;1;2015;NO2;OSTLUFT, BAFU, BFS
4.5;4;2.565459297384835e-6;2020;NO2;OSTLUFT, BAFU, BFS
5.5;54;3.719915981208011e-5;2020;NO2;OSTLUFT, BAFU, BFS
6.5;488;3.5018519409303e-4;2020;NO2;OSTLUFT, BAFU, BFS
7.5;1912;0.001576474738242981;2020;NO2;OSTLUFT, BAFU, BFS
8.5;4933;0.0047403274167428285;2020;NO2;OSTLUFT, BAFU, BFS
9.5;18168;0.016392643545464748;2020;NO2;OSTLUFT, BAFU, BFS
10.5;68678;0.06044029695191367;2020;NO2;OSTLUFT, BAFU, BFS
11.5;84864;0.11486908140523033;2020;NO2;OSTLUFT, BAFU, BFS
12.5;177331;0.22860294707136788;2020;NO2;OSTLUFT, BAFU, BFS
13.5;248187;0.38778135873138037;2020;NO2;OSTLUFT, BAFU, BFS
14.5;221998;0.53016306700659;2020;NO2;OSTLUFT, BAFU, BFS
15.5;209223;0.6643513396507769;2020;NO2;OSTLUFT, BAFU, BFS
16.5;149486;0.7602264017829942;2020;NO2;OSTLUFT, BAFU, BFS
17.5;126354;0.841265412798435;2020;NO2;OSTLUFT, BAFU, BFS
18.5;83825;0.895027819199256;2020;NO2;OSTLUFT, BAFU, BFS
19.5;58293;0.9324148989048696;2020;NO2;OSTLUFT, BAFU, BFS
20.5;35893;0.955435406545128;2020;NO2;OSTLUFT, BAFU, BFS
21.5;20943;0.9688675100614107;2020;NO2;OSTLUFT, BAFU, BFS
22.5;11697;0.9763695544117883;2020;NO2;OSTLUFT, BAFU, BFS
23.5;8350;0.9817249506950791;2020;NO2;OSTLUFT, BAFU, BFS
24.5;6865;0.9861279202142158;2020;NO2;OSTLUFT, BAFU, BFS
25.5;3484;0.988362435262238;2020;NO2;OSTLUFT, BAFU, BFS
26.5;4043;0.9909554732470698;2020;NO2;OSTLUFT, BAFU, BFS
27.5;3553;0.9932342424679719;2020;NO2;OSTLUFT, BAFU, BFS
28.5;1131;0.9939596260843074;2020;NO2;OSTLUFT, BAFU, BFS
29.5;1830;0.995133323712861;2020;NO2;OSTLUFT, BAFU, BFS
30.5;746;0.9956117818718232;2020;NO2;OSTLUFT, BAFU, BFS
31.5;1098;0.9963160004489554;2020;NO2;OSTLUFT, BAFU, BFS
32.5;1286;0.9971407956130646;2020;NO2;OSTLUFT, BAFU, BFS
33.5;484;0.9974512161880482;2020;NO2;OSTLUFT, BAFU, BFS
34.5;676;0.99788477880930615;2020;NO2;OSTLUFT, BAFU, BFS
35.5;1010;0.9985325572818958;2020;NO2;OSTLUFT, BAFU, BFS
36.5;454;0.9988237369121491;2020;NO2;OSTLUFT, BAFU, BFS
37.5;23;0.9988384883031091;2020;NO2;OSTLUFT, BAFU, BFS
38.5;538;0.9991835425786073;2020;NO2;OSTLUFT, BAFU, BFS
39.5;46;0.9992130453605272;2020;NO2;OSTLUFT, BAFU, BFS
40.5;30;0.9992322863052576;2020;NO2;OSTLUFT, BAFU, BFS
41.5;222;0.9993746692962624;2020;NO2;OSTLUFT, BAFU, BFS
42.5;260;0.9995414241505924;2020;NO2;OSTLUFT, BAFU, BFS
43.5;203;0.9996716212099347;2020;NO2;OSTLUFT, BAFU, BFS
44.5;181;0.9997877082431414;2020;NO2;OSTLUFT, BAFU, BFS
45.5;44;0.9998159282954127;2020;NO2;OSTLUFT, BAFU, BFS
46.5;6;0.9998197764843587;2020;NO2;OSTLUFT, BAFU, BFS
47.5;46;0.9998492792662786;2020;NO2;OSTLUFT, BAFU, BFS
48.5;3;0.9998512033607517;2020;NO2;OSTLUFT, BAFU, BFS
52.5;147;0.9999454839899306;2020;NO2;OSTLUFT, BAFU, BFS
61.5;85;1;2020;NO2;OSTLUFT, BAFU, BFS
4.5;4;2.5470698508435896e-6;2021;NO2;OSTLUFT, BAFU, BFS
5.5;49;3.374867552367756e-5;2021;NO2;OSTLUFT, BAFU, BFS
6.5;562;3.916119895672019e-4;2021;NO2;OSTLUFT, BAFU, BFS
7.5;2112;0.0017364648708126172;2021;NO2;OSTLUFT, BAFU, BFS
8.5;5944;0.005521410669166191;2021;NO2;OSTLUFT, BAFU, BFS
9.5;20133;0.01834144999592469;2021;NO2;OSTLUFT, BAFU, BFS
10.5;68823;0.06216569708207678;2021;NO2;OSTLUFT, BAFU, BFS
11.5;96349;0.12351760534680903;2021;NO2;OSTLUFT, BAFU, BFS
12.5;200863;0.251420628209308;2021;NO2;OSTLUFT, BAFU, BFS
13.5;242807;0.40603222552775287;2021;NO2;OSTLUFT, BAFU, BFS
14.5;227699;0.5510235400195614;2021;NO2;OSTLUFT, BAFU, BFS
15.5;200861;0.678925289347135;2021;NO2;OSTLUFT, BAFU, BFS
16.5;151488;0.7753879187382835;2021;NO2;OSTLUFT, BAFU, BFS
17.5;118577;0.8508938941641535;2021;NO2;OSTLUFT, BAFU, BFS
18.5;80515;0.9021632264243215;2021;NO2;OSTLUFT, BAFU, BFS
19.5;55524;0.9375191030238813;2021;NO2;OSTLUFT, BAFU, BFS
20.5;32793;0.9584006184285598;2021;NO2;OSTLUFT, BAFU, BFS
21.5;19113;0.9705711549433532;2021;NO2;OSTLUFT, BAFU, BFS
22.5;11546;0.9779232720678132;2021;NO2;OSTLUFT, BAFU, BFS
23.5;7533;0.9827200413644144;2021;NO2;OSTLUFT, BAFU, BFS
24.5;6783;0.9870392350639824;2021;NO2;OSTLUFT, BAFU, BFS
25.5;3813;0.9894672293992991;2021;NO2;OSTLUFT, BAFU, BFS
26.5;3190;0.9914985176053468;2021;NO2;OSTLUFT, BAFU, BFS
27.5;2958;0.9933820757600457;2021;NO2;OSTLUFT, BAFU, BFS
28.5;1192;0.9941411025755971;2021;NO2;OSTLUFT, BAFU, BFS
29.5;1768;0.99526690744967;2021;NO2;OSTLUFT, BAFU, BFS
30.5;766;0.9957546713261064;2021;NO2;OSTLUFT, BAFU, BFS
31.5;1227;0.9965359850028527;2021;NO2;OSTLUFT, BAFU, BFS
32.5;1250;0.9973319443312414;2021;NO2;OSTLUFT, BAFU, BFS
33.5;192;0.9974542036840819;2021;NO2;OSTLUFT, BAFU, BFS
34.5;1016;0.9981011594261961;2021;NO2;OSTLUFT, BAFU, BFS
35.5;690;0.9985405289754666;2021;NO2;OSTLUFT, BAFU, BFS
36.5;421;0.9988086080772679;2021;NO2;OSTLUFT, BAFU, BFS
37.5;273;0.9989824455945879;2021;NO2;OSTLUFT, BAFU, BFS
38.5;303;0.9991753861357894;2021;NO2;OSTLUFT, BAFU, BFS
39.5;24;0.9991906685548945;2021;NO2;OSTLUFT, BAFU, BFS
40.5;115;0.9992638968131062;2021;NO2;OSTLUFT, BAFU, BFS
41.5;264;0.9994320034232619;2021;NO2;OSTLUFT, BAFU, BFS
42.5;249;0.9995905585214769;2021;NO2;OSTLUFT, BAFU, BFS
43.5;104;0.9996567823375988;2021;NO2;OSTLUFT, BAFU, BFS
44.5;215;0.9997936873420816;2021;NO2;OSTLUFT, BAFU, BFS
45.5;40;0.9998191580405901;2021;NO2;OSTLUFT, BAFU, BFS
46.5;3;0.9998210683429782;2021;NO2;OSTLUFT, BAFU, BFS
47.5;45;0.9998497228788003;2021;NO2;OSTLUFT, BAFU, BFS
52.5;150;0.9999452379982069;2021;NO2;OSTLUFT, BAFU, BFS
60.5;86;1;2021;NO2;OSTLUFT, BAFU, BFS
4.5;3;1.8918898466055712e-6;2022;NO2;OSTLUFT, BAFU, BFS
5.5;82;5.360354565382452e-5;2022;NO2;OSTLUFT, BAFU, BFS
6.5;940;6.463956975902368e-4;2022;NO2;OSTLUFT, BAFU, BFS
7.5;2994;0.002534501764502597;2022;NO2;OSTLUFT, BAFU, BFS
8.5;8912;0.00815467586881888;2022;NO2;OSTLUFT, BAFU, BFS
9.5;41503;0.034327710636709224;2022;NO2;OSTLUFT, BAFU, BFS
10.5;85160;0.08803215708235271;2022;NO2;OSTLUFT, BAFU, BFS
11.5;128830;0.1692762133950846;2022;NO2;OSTLUFT, BAFU, BFS
12.5;255090;0.33014360705195633;2022;NO2;OSTLUFT, BAFU, BFS
13.5;234039;0.4777356096551968;2022;NO2;OSTLUFT, BAFU, BFS
14.5;230319;0.6229816688486463;2022;NO2;OSTLUFT, BAFU, BFS
15.5;156649;0.7217692197089517;2022;NO2;OSTLUFT, BAFU, BFS
16.5;140114;0.810129304364716;2022;NO2;OSTLUFT, BAFU, BFS
17.5;101083;0.873875271486193;2022;NO2;OSTLUFT, BAFU, BFS
18.5;70717;0.9184715295803284;2022;NO2;OSTLUFT, BAFU, BFS
19.5;46968;0.9480909570187852;2022;NO2;OSTLUFT, BAFU, BFS
20.5;27073;0.9651640016245028;2022;NO2;OSTLUFT, BAFU, BFS
21.5;14230;0.9741378657969019;2022;NO2;OSTLUFT, BAFU, BFS
22.5;9376;0.9800506521974931;2022;NO2;OSTLUFT, BAFU, BFS
23.5;7733;0.9849273135920934;2022;NO2;OSTLUFT, BAFU, BFS
24.5;5525;0.988411544059592;2022;NO2;OSTLUFT, BAFU, BFS
25.5;4110;0.9910034331494416;2022;NO2;OSTLUFT, BAFU, BFS
26.5;3522;0.9932245118293566;2022;NO2;OSTLUFT, BAFU, BFS
27.5;1286;0.9940355019436015;2022;NO2;OSTLUFT, BAFU, BFS
28.5;1374;0.9949019874933469;2022;NO2;OSTLUFT, BAFU, BFS
29.5;1228;0.9956764010705574;2022;NO2;OSTLUFT, BAFU, BFS
30.5;1312;0.9965037875634729;2022;NO2;OSTLUFT, BAFU, BFS
31.5;1109;0.9972031561767681;2022;NO2;OSTLUFT, BAFU, BFS
32.5;541;0.997544326979106;2022;NO2;OSTLUFT, BAFU, BFS
33.5;583;0.9979119842392963;2022;NO2;OSTLUFT, BAFU, BFS
34.5;897;0.9984776593034314;2022;NO2;OSTLUFT, BAFU, BFS
35.5;528;0.9988106319164339;2022;NO2;OSTLUFT, BAFU, BFS
36.5;50;0.9988421634138774;2022;NO2;OSTLUFT, BAFU, BFS
37.5;552;0.9991902711456528;2022;NO2;OSTLUFT, BAFU, BFS
38.5;39;0.9992148657136587;2022;NO2;OSTLUFT, BAFU, BFS
39.5;108;0.9992829737481365;2022;NO2;OSTLUFT, BAFU, BFS
40.5;161;0.9993845051699043;2022;NO2;OSTLUFT, BAFU, BFS
41.5;263;0.9995503608464568;2022;NO2;OSTLUFT, BAFU, BFS
42.5;189;0.9996695499067929;2022;NO2;OSTLUFT, BAFU, BFS
43.5;153;0.9997660362889698;2022;NO2;OSTLUFT, BAFU, BFS
44.5;86;0.9998202704645724;2022;NO2;OSTLUFT, BAFU, BFS
45.5;30;0.9998391893630385;2022;NO2;OSTLUFT, BAFU, BFS
46.5;18;0.9998505407021182;2022;NO2;OSTLUFT, BAFU, BFS
47.5;4;0.9998530632219136;2022;NO2;OSTLUFT, BAFU, BFS
50.5;147;0.9999457658243973;2022;NO2;OSTLUFT, BAFU, BFS
58.5;86;1;2022;NO2;OSTLUFT, BAFU, BFS
6.3;3;2.037827512845106e-6;2015;PM2.5;OSTLUFT, BAFU, BFS
6.5;4;4.754930863305248e-6;2015;PM2.5;OSTLUFT, BAFU, BFS
6.699999999999999;3;6.792758376150354e-6;2015;PM2.5;OSTLUFT, BAFU, BFS
6.8999999999999995;11;1.4264792589915743e-5;2015;PM2.5;OSTLUFT, BAFU, BFS
7.1;51;4.8907860308282544e-5;2015;PM2.5;OSTLUFT, BAFU, BFS
7.3;99;1.1615616823217105e-4;2015;PM2.5;OSTLUFT, BAFU, BFS
7.5;297;3.1790109200383656e-4;2015;PM2.5;OSTLUFT, BAFU, BFS
7.699999999999999;459;6.296887014691378e-4;2015;PM2.5;OSTLUFT, BAFU, BFS
7.8999999999999995;657;0.001075972926782216;2015;PM2.5;OSTLUFT, BAFU, BFS
8.1;1278;0.0019440874472542312;2015;PM2.5;OSTLUFT, BAFU, BFS
8.299999999999999;1849;0.0032000684710044316;2015;PM2.5;OSTLUFT, BAFU, BFS
8.5;2898;0.005168609848412804;2015;PM2.5;OSTLUFT, BAFU, BFS
8.7;6009;0.009250378356641551;2015;PM2.5;OSTLUFT, BAFU, BFS
8.9;17373;0.02105143748352756;2015;PM2.5;OSTLUFT, BAFU, BFS
9.1;41994;0.04957694700833336;2015;PM2.5;OSTLUFT, BAFU, BFS
9.299999999999999;77071;0.10192941508916174;2015;PM2.5;OSTLUFT, BAFU, BFS
9.5;94240;0.16594437002600268;2015;PM2.5;OSTLUFT, BAFU, BFS
9.7;148118;0.26655734854186647;2015;PM2.5;OSTLUFT, BAFU, BFS
9.9;182698;0.3906596855224582;2015;PM2.5;OSTLUFT, BAFU, BFS
10.1;222635;0.5418902616298816;2015;PM2.5;OSTLUFT, BAFU, BFS
10.299999999999999;177591;0.6625235369077733;2015;PM2.5;OSTLUFT, BAFU, BFS
10.5;154048;0.7671646211406943;2015;PM2.5;OSTLUFT, BAFU, BFS
10.7;116352;0.846199723398879;2015;PM2.5;OSTLUFT, BAFU, BFS
10.9;88289;0.9061723078260728;2015;PM2.5;OSTLUFT, BAFU, BFS
11.1;60593;0.9473316686546807;2015;PM2.5;OSTLUFT, BAFU, BFS
11.299999999999999;32109;0.9691425365246618;2015;PM2.5;OSTLUFT, BAFU, BFS
11.5;17742;0.9811942484356277;2015;PM2.5;OSTLUFT, BAFU, BFS
11.7;8407;0.9869049204024574;2015;PM2.5;OSTLUFT, BAFU, BFS
11.9;5828;0.9908637399840777;2015;PM2.5;OSTLUFT, BAFU, BFS
12.1;3859;0.9934850654414342;2015;PM2.5;OSTLUFT, BAFU, BFS
12.299999999999999;2866;0.9954318699920389;2015;PM2.5;OSTLUFT, BAFU, BFS
12.5;1125;0.9961960553093558;2015;PM2.5;OSTLUFT, BAFU, BFS
12.7;842;0.9967680055646276;2015;PM2.5;OSTLUFT, BAFU, BFS
12.9;780;0.9972978407179673;2015;PM2.5;OSTLUFT, BAFU, BFS
